Date,Price,Open,High,Low,Volume
27/02/2019,1321.20,1331.00,1332.00,1318.40,198.04
28/02/2019,1316.10,1321.70,1328.90,1314.00,252.24
01/03/2019,1299.20,1315.50,1316.50,1291.30,343.47
04/03/2019,1287.50,1294.40,1298.10,1283.80,268.39
05/03/2019,1284.70,1287.80,1290.60,1282.00,216.93
06/03/2019,1287.60,1288.80,1291.80,1284.30,192.93
07/03/2019,1286.10,1287.30,1289.60,1280.80,257.92
08/03/2019,1299.30,1286.70,1301.30,1285.60,283.84
11/03/2019,1291.10,1298.20,1299.20,1290.60,196.86
12/03/2019,1298.10,1293.60,1302.60,1292.00,203.89
13/03/2019,1309.30,1301.80,1311.60,1300.60,214.24
14/03/2019,1295.10,1309.50,1310.30,1292.50,248.21
15/03/2019,1302.90,1295.60,1306.30,1293.70,234.65
18/03/2019,1301.50,1302.00,1306.70,1298.00,176.49
19/03/2019,1306.50,1303.70,1310.80,1302.10,206.90
20/03/2019,1301.70,1306.00,1317.20,1298.10,370.40
21/03/2019,1307.30,1312.70,1320.20,1302.80,332.61
22/03/2019,1312.30,1309.30,1314.70,1306.50,271.38
25/03/2019,1322.60,1313.30,1324.50,1310.60,251.98
26/03/2019,1315.00,1321.50,1323.00,1312.10,267.17
27/03/2019,1310.40,1315.40,1318.80,1307.30,206.26
28/03/2019,1292.50,1312.60,1314.20,1290.50,3.66
29/03/2019,1295.60,1292.20,1301.50,1288.60,1.31
01/04/2019,1291.20,1294.30,1298.30,1288.30,1.55
02/04/2019,1292.50,1288.70,1293.80,1286.80,0.93
03/04/2019,1292.30,1293.60,1296.00,1290.00,1.02
04/04/2019,1291.40,1291.50,1295.70,1282.00,1.14
05/04/2019,1292.60,1293.70,1294.50,1285.60,0.44
08/04/2019,1298.80,1294.40,1304.40,1292.70,0.94
09/04/2019,1305.10,1298.70,1307.00,1297.50,0.59
10/04/2019,1310.30,1305.00,1311.00,1301.70,0.79
11/04/2019,1290.50,1308.50,1309.10,1290.40,1.51
12/04/2019,1292.20,1293.30,1296.30,1290.50,0.35
15/04/2019,1288.50,1291.20,1292.10,1283.00,0.43
16/04/2019,1274.20,1288.70,1288.70,1273.00,1.54
17/04/2019,1273.80,1276.30,1279.20,1272.50,0.46
18/04/2019,1273.10,1273.50,1276.60,1270.40,0.57
19/04/2019,1277.90,1277.90,1277.90,1277.90,0
22/04/2019,1274.70,1275.30,1278.60,1272.90,0.13
23/04/2019,1270.60,1274.40,1275.00,1265.90,0.73
24/04/2019,1276.60,1271.50,1276.50,1267.90,0.34
25/04/2019,1276.40,1273.60,1281.20,1272.70,0.98
26/04/2019,1285.50,1277.00,1287.20,1276.20,0.80
29/04/2019,1281.50,1289.00,1289.10,1279.90,208.96
30/04/2019,1285.70,1281.90,1288.20,1281.50,239.44
01/05/2019,1284.20,1285.20,1289.40,1274.50,275.43
02/05/2019,1272.00,1278.50,1279.40,1267.30,282.50
03/05/2019,1281.30,1271.60,1283.90,1269.00,280.32
06/05/2019,1283.80,1281.80,1287.40,1278.10,244.34
07/05/2019,1285.60,1282.40,1287.30,1279.10,251.09
08/05/2019,1281.40,1285.60,1292.80,1280.20,302.69
09/05/2019,1285.20,1281.90,1289.20,1280.40,306.55
10/05/2019,1287.40,1285.00,1290.30,1283.90,238.64
13/05/2019,1301.80,1288.30,1302.20,1282.40,379.44
14/05/2019,1296.30,1300.80,1304.20,1294.30,222.05
15/05/2019,1297.80,1298.00,1301.70,1293.60,247.52
16/05/2019,1286.20,1297.70,1299.30,1284.20,282.07
17/05/2019,1275.70,1287.20,1289.00,1274.60,264.57
20/05/2019,1277.30,1277.60,1278.80,1273.30,212.18
21/05/2019,1273.20,1277.70,1277.70,1269.00,213.17
22/05/2019,1274.20,1274.40,1277.10,1272.00,191.37
23/05/2019,1285.40,1273.30,1287.10,1272.10,330.16
24/05/2019,1283.60,1283.20,1284.70,1280.10,218.71
26/05/2019,1284.15,1284.20,1285.15,1283.65,0
27/05/2019,1284.95,1284.25,1286.85,1283.25,0
28/05/2019,1277.10,1283.50,1286.90,1275.10,362.16
29/05/2019,1281.00,1278.90,1285.20,1278.40,189.69
30/05/2019,1289.90,1282.10,1291.00,1276.70,1.19
31/05/2019,1308.00,1290.30,1308.50,1289.70,1.98
03/06/2019,1324.90,1308.00,1329.70,1308.00,1.04
04/06/2019,1325.70,1327.00,1330.80,1322.20,0.82
05/06/2019,1330.60,1327.30,1345.60,1326.90,0.91
06/06/2019,1339.80,1332.30,1341.20,1328.80,0.51
07/06/2019,1343.30,1337.10,1349.50,1332.60,0.79
10/06/2019,1326.30,1336.80,1337.50,1326.10,0.47
11/06/2019,1328.30,1328.90,1330.40,1320.80,0.38
12/06/2019,1333.90,1327.50,1338.80,1326.80,0.61
13/06/2019,1340.80,1334.90,1344.00,1333.30,0.62
14/06/2019,1341.70,1343.40,1359.00,1338.70,1.50
17/06/2019,1340.00,1342.50,1343.90,1333.90,0.56
18/06/2019,1347.80,1340.90,1354.80,1339.60,0.90
19/06/2019,1345.80,1347.80,1363.00,1342.00,0.65
20/06/2019,1394.10,1361.20,1393.90,1358.80,1.10
21/06/2019,1397.30,1389.90,1412.00,1383.40,0.98
24/06/2019,1415.20,1401.10,1421.40,1401.10,0.98
25/06/2019,1415.80,1419.90,1438.20,1412.50,0.94
26/06/2019,1411.50,1421.80,1421.80,1380.00,1.33
27/06/2019,1412.00,1412.70,1415.30,1401.40,336.36
28/06/2019,1413.70,1413.30,1427.80,1408.60,306.62
01/07/2019,1389.30,1401.80,1401.90,1384.70,389.76
02/07/2019,1408.00,1386.20,1424.00,1386.20,383.25
03/07/2019,1420.90,1424.70,1441.00,1414.70,419.61
04/07/2019,1423.55,1421.25,1426.65,1412.85,0
05/07/2019,1400.10,1421.60,1426.80,1388.60,577.38
08/07/2019,1400.00,1401.00,1409.90,1393.80,318.69
09/07/2019,1400.50,1397.90,1402.40,1387.50,287.18
10/07/2019,1412.50,1400.00,1421.10,1391.80,443.50
11/07/2019,1406.70,1421.10,1429.40,1402.70,400.09
12/07/2019,1412.20,1406.20,1418.90,1404.50,284.97
15/07/2019,1413.50,1417.70,1421.60,1409.30,243.38
16/07/2019,1411.20,1416.40,1420.00,1402.10,334.82
17/07/2019,1423.30,1407.90,1428.40,1401.30,358.17
18/07/2019,1428.10,1428.50,1449.70,1415.60,481.33
19/07/2019,1426.70,1448.30,1454.40,1421.10,530.02
22/07/2019,1426.90,1428.50,1430.80,1423.00,255.35
23/07/2019,1421.70,1426.00,1431.40,1414.60,386.68
24/07/2019,1423.60,1418.60,1430.00,1416.70,318.16
25/07/2019,1414.70,1426.80,1434.10,1411.10,489.39
26/07/2019,1419.30,1414.90,1424.80,1412.90,306.02
29/07/2019,1420.40,1419.00,1428.00,1414.40,224.27
30/07/2019,1433.40,1430.70,1437.50,1426.30,3.55
31/07/2019,1429.10,1435.00,1439.00,1413.80,4.03
01/08/2019,1424.20,1413.00,1450.00,1403.80,5.69
02/08/2019,1448.70,1449.70,1451.50,1434.40,4.02
05/08/2019,1467.70,1444.90,1473.20,1440.10,4.77
06/08/2019,1475.20,1472.10,1477.90,1459.30,3.80
07/08/2019,1509.60,1476.90,1512.40,1475.70,7.32
08/08/2019,1499.70,1502.30,1511.10,1491.90,2.49
09/08/2019,1498.60,1509.20,1509.80,1496.20,2.78
12/08/2019,1507.70,1499.10,1519.30,1488.80,3.57
13/08/2019,1504.30,1512.30,1536.00,1480.00,6.27
14/08/2019,1518.50,1502.80,1525.40,1495.00,3.03
15/08/2019,1521.70,1519.40,1527.60,1509.50,2.35
16/08/2019,1514.10,1524.30,1528.30,1504.80,1.25
19/08/2019,1502.10,1513.00,1513.50,1493.90,1.62
20/08/2019,1506.30,1497.60,1509.00,1494.90,1.60
21/08/2019,1506.10,1506.00,1508.10,1497.10,2.10
22/08/2019,1498.70,1502.50,1504.50,1492.60,2.13
23/08/2019,1527.90,1498.20,1530.20,1493.40,2.73
26/08/2019,1527.20,1535.40,1555.00,1525.40,2.35
27/08/2019,1541.40,1526.90,1543.90,1526.00,1.89
28/08/2019,1538.80,1540.90,1546.00,1531.70,2.76
29/08/2019,1530.50,1542.20,1553.40,1522.30,16.57
30/08/2019,1523.00,1530.60,1535.70,1519.30,6.28
01/09/2019,1538.05,1535.25,1542.90,1535.25,0
02/09/2019,1535.15,1537.95,1540.05,1528.15,0
03/09/2019,1549.60,1526.00,1552.50,1521.70,8.48
04/09/2019,1554.00,1549.80,1559.80,1536.50,8.15
05/09/2019,1519.00,1555.00,1555.50,1508.20,13.90
06/09/2019,1509.00,1520.60,1529.60,1504.50,12.64
09/09/2019,1504.50,1509.20,1517.10,1499.10,7.33
10/09/2019,1492.70,1500.20,1502.50,1485.70,6.18
11/09/2019,1496.60,1486.80,1499.60,1486.80,4.59
12/09/2019,1500.80,1499.10,1525.40,1490.50,6.91
13/09/2019,1492.90,1499.80,1509.80,1486.70,6.27
16/09/2019,1504.80,1500.30,1512.80,1496.90,5.61
17/09/2019,1506.90,1499.40,1508.40,1494.60,10.85
18/09/2019,1509.10,1502.60,1512.20,1484.00,8.29
19/09/2019,1499.50,1494.40,1505.10,1489.80,4.86
20/09/2019,1508.00,1499.50,1517.40,1498.70,7.38
23/09/2019,1524.00,1515.20,1526.70,1511.00,7.98
24/09/2019,1532.60,1522.80,1535.60,1515.50,8.57
25/09/2019,1505.10,1530.90,1534.90,1499.80,15.73
26/09/2019,1507.90,1503.70,1512.00,1500.00,8.18
27/09/2019,1502.70,1508.30,1510.10,1489.80,1.03
30/09/2019,1469.20,1497.60,1503.20,1467.00,1.54
01/10/2019,1485.20,1475.00,1489.30,1461.50,1.18
02/10/2019,1504.10,1482.90,1507.00,1477.70,0.80
03/10/2019,1510.10,1502.10,1521.00,1498.30,0.62
04/10/2019,1509.20,1509.00,1516.50,1498.10,0.57
07/10/2019,1500.70,1514.10,1515.10,1492.00,0.29
08/10/2019,1500.10,1495.00,1511.00,1488.40,1.30
09/10/2019,1508.90,1509.50,1512.50,1501.50,0.29
10/10/2019,1497.00,1512.50,1517.80,1492.00,0.97
11/10/2019,1484.70,1495.80,1503.80,1474.70,1.43
14/10/2019,1493.80,1488.00,1496.80,1483.30,0.98
15/10/2019,1479.70,1493.10,1498.00,1477.70,0.78
16/10/2019,1490.20,1480.50,1491.20,1477.10,0.54
17/10/2019,1494.20,1490.10,1496.10,1484.30,1.60
18/10/2019,1490.00,1492.50,1492.90,1484.80,0.78
21/10/2019,1484.20,1490.70,1494.70,1481.60,1.24
22/10/2019,1483.60,1483.70,1488.20,1480.00,0.79
23/10/2019,1491.80,1487.30,1495.10,1486.70,0.57
24/10/2019,1501.00,1490.40,1502.40,1486.70,1.01
25/10/2019,1501.70,1502.10,1517.00,1499.70,0.44
28/10/2019,1492.40,1503.60,1506.30,1489.10,0.36
29/10/2019,1487.40,1491.50,1492.90,1482.70,0.43
30/10/2019,1496.70,1490.50,1499.30,1483.10,353.64
31/10/2019,1514.80,1498.80,1516.70,1496.00,390.01
01/11/2019,1511.40,1515.10,1519.00,1505.40,380.99
04/11/2019,1511.10,1516.40,1517.10,1506.50,260.20
05/11/2019,1483.70,1511.60,1511.90,1480.70,593.62
06/11/2019,1493.10,1484.30,1495.90,1483.80,313.72
07/11/2019,1466.40,1492.10,1493.60,1461.40,674.98
08/11/2019,1462.90,1469.00,1473.90,1457.00,447.07
11/11/2019,1457.10,1460.00,1467.40,1448.90,310.16
12/11/2019,1453.70,1455.90,1461.30,1446.20,429.61
13/11/2019,1463.30,1456.50,1467.90,1456.40,352.33
14/11/2019,1473.40,1464.00,1475.50,1461.70,317.40
15/11/2019,1468.50,1471.90,1472.10,1462.80,251.21
18/11/2019,1471.90,1467.80,1474.40,1456.60,331.24
19/11/2019,1474.30,1471.90,1475.80,1465.10,307.86
20/11/2019,1474.20,1472.70,1479.20,1466.10,369.97
21/11/2019,1463.60,1475.10,1475.90,1462.40,388.34
22/11/2019,1463.60,1464.30,1473.40,1461.20,320.50
25/11/2019,1456.90,1461.00,1462.00,1453.90,298.71
26/11/2019,1460.30,1455.10,1462.90,1449.60,346.36
27/11/2019,1457.90,1465.60,1465.60,1457.00,4.34
28/11/2019,1462.25,1463.25,1464.55,1460.75,0
29/11/2019,1470.00,1459.30,1470.10,1456.90,1.63
02/12/2019,1466.40,1467.30,1468.50,1457.40,1.40
03/12/2019,1481.60,1465.50,1484.70,1462.80,1.40
04/12/2019,1477.50,1480.40,1487.00,1474.00,0.88
05/12/2019,1480.30,1477.60,1482.70,1475.90,0.64
06/12/2019,1462.50,1478.20,1481.50,1461.00,0.68
09/12/2019,1462.80,1461.10,1467.30,1460.70,2.25
10/12/2019,1465.90,1463.90,1470.70,1462.40,0.64
11/12/2019,1472.70,1466.20,1481.00,1465.00,0.60
12/12/2019,1469.80,1476.50,1488.90,1465.80,1.15
13/12/2019,1478.60,1469.50,1479.70,1463.30,0.82
16/12/2019,1477.90,1477.10,1481.30,1475.40,0.46
17/12/2019,1477.00,1477.60,1481.50,1475.90,2.75
18/12/2019,1474.70,1476.70,1480.00,1470.50,0.78
19/12/2019,1480.20,1475.70,1481.20,1472.60,1.69
20/12/2019,1477.00,1478.80,1480.40,1475.80,0.30
23/12/2019,1484.30,1477.80,1485.40,1477.50,3.42
24/12/2019,1500.60,1485.00,1500.80,1483.90,0.50
25/12/2019,1504.05,1504.40,1504.40,1502.15,0
26/12/2019,1510.70,1498.70,1513.60,1498.20,1.01
27/12/2019,1514.30,1512.00,1515.60,1508.80,0.84
30/12/2019,1518.60,1515.90,1519.10,1513.50,178.72
31/12/2019,1523.10,1517.70,1529.00,1517.50,220.85
01/01/2020,1520.95,1520.85,1523.95,1520.85,0
02/01/2020,1528.10,1521.00,1534.00,1519.70,270.55
03/01/2020,1552.40,1531.70,1556.60,1530.40,436.74
06/01/2020,1568.80,1562.70,1590.90,1562.30,558.97
07/01/2020,1574.30,1567.40,1579.20,1557.00,435.87
08/01/2020,1560.20,1578.80,1613.30,1553.40,813.41
09/01/2020,1554.30,1557.70,1562.40,1541.00,372.88
10/01/2020,1560.10,1553.40,1564.10,1546.70,344.34
13/01/2020,1550.60,1563.00,1563.10,1547.00,311.73
14/01/2020,1544.60,1548.60,1549.50,1536.40,340.91
15/01/2020,1554.00,1546.80,1558.80,1546.50,310.07
16/01/2020,1550.50,1556.60,1558.20,1548.00,260.05
17/01/2020,1560.30,1553.00,1561.40,1549.30,264.93
19/01/2020,1557.05,1557.40,1559.05,1556.45,0
20/01/2020,1561.25,1557.20,1562.70,1556.65,0
21/01/2020,1557.90,1557.30,1568.80,1546.00,462.62
22/01/2020,1556.70,1558.90,1559.80,1550.00,286.08
23/01/2020,1565.40,1558.90,1567.50,1551.30,361.03
24/01/2020,1571.90,1562.90,1575.50,1555.80,427.14
27/01/2020,1577.40,1580.50,1588.40,1575.30,398.06
28/01/2020,1569.80,1580.60,1582.20,1564.60,378.01
29/01/2020,1570.40,1566.30,1577.70,1562.00,251.27
30/01/2020,1586.50,1578.70,1587.80,1574.20,4.08
31/01/2020,1584.90,1575.60,1592.30,1572.00,2.47
03/02/2020,1579.50,1594.60,1595.10,1570.50,1.60
04/02/2020,1552.70,1579.50,1580.70,1550.00,1.88
05/02/2020,1560.10,1553.20,1563.20,1548.40,1.52
06/02/2020,1567.20,1556.80,1568.90,1553.50,1.48
07/02/2020,1570.60,1567.60,1574.60,1560.70,1.01
10/02/2020,1576.60,1573.00,1577.30,1569.10,0.46
11/02/2020,1567.20,1573.00,1574.50,1562.60,0.86
12/02/2020,1568.80,1567.90,1570.30,1561.60,0.83
13/02/2020,1576.30,1566.80,1578.80,1566.60,1.30
14/02/2020,1583.80,1577.50,1585.30,1573.60,0.69
16/02/2020,1586.25,1585.50,1586.25,1583.45,0
17/02/2020,1587.05,1586.15,1588.45,1581.85,0
18/02/2020,1601.00,1581.20,1605.30,1579.20,2.68
19/02/2020,1608.80,1601.80,1612.90,1600.00,2.21
20/02/2020,1617.40,1610.90,1622.80,1603.80,2.79
21/02/2020,1645.10,1620.40,1648.10,1618.60,2.32
24/02/2020,1673.50,1651.00,1687.30,1651.00,2.81
25/02/2020,1647.00,1662.00,1662.30,1625.00,2.65
26/02/2020,1640.40,1636.40,1652.40,1624.40,1.99
27/02/2020,1642.50,1643.00,1662.50,1636.70,573.29
28/02/2020,1566.70,1646.10,1651.00,1564.00,745.84
02/03/2020,1594.80,1592.80,1612.10,1576.30,443.53
03/03/2020,1644.40,1586.00,1650.50,1585.90,466.53
04/03/2020,1643.00,1640.10,1654.30,1632.60,313.34
05/03/2020,1668.00,1638.20,1675.50,1635.60,363.00
06/03/2020,1672.40,1673.10,1692.80,1642.40,659.63
09/03/2020,1675.70,1692.60,1704.30,1658.00,504.16
10/03/2020,1660.30,1679.60,1681.30,1641.10,385.48
11/03/2020,1642.30,1649.30,1671.80,1632.40,404.35
12/03/2020,1590.30,1633.10,1651.00,1560.40,605.72
13/03/2020,1516.70,1582.70,1597.90,1504.00,551.05
16/03/2020,1486.50,1563.80,1574.80,1450.90,565.98
17/03/2020,1525.80,1512.80,1554.30,1465.60,434.51
18/03/2020,1477.90,1527.60,1547.00,1473.30,435.19
19/03/2020,1479.30,1487.20,1502.80,1460.10,325.29
20/03/2020,1484.60,1471.60,1519.40,1457.50,269.97
23/03/2020,1567.60,1505.00,1569.30,1484.60,362.07
24/03/2020,1660.80,1563.80,1698.00,1560.50,418.78
25/03/2020,1633.40,1666.20,1699.30,1615.20,254.19
26/03/2020,1651.20,1642.50,1672.50,1611.00,215.97
27/03/2020,1625.00,1640.40,1647.20,1611.40,100.64
30/03/2020,1637.10,1653.70,1667.40,1623.40,3.08
31/03/2020,1589.30,1634.60,1634.60,1582.80,0.97
01/04/2020,1584.10,1581.70,1605.00,1574.80,0.35
02/04/2020,1630.70,1599.00,1635.80,1590.50,0.44
03/04/2020,1637.60,1629.70,1642.00,1616.50,0.51
06/04/2020,1684.00,1639.70,1705.50,1628.10,1.47
07/04/2020,1672.60,1694.80,1731.80,1662.00,2.14
08/04/2020,1674.10,1669.80,1685.00,1660.80,1.29
09/04/2020,1739.90,1669.20,1739.70,1666.50,1.88
10/04/2020,1740.60,1740.60,1740.60,1740.60,0
13/04/2020,1749.80,1729.50,1760.60,1711.80,1.61
14/04/2020,1759.10,1752.70,1778.20,1737.70,1.16
15/04/2020,1729.60,1746.60,1747.70,1722.40,1.08
16/04/2020,1722.70,1732.20,1756.40,1718.00,1.02
17/04/2020,1690.80,1722.90,1725.70,1683.50,1.83
20/04/2020,1703.40,1685.00,1710.00,1677.60,0.62
21/04/2020,1678.30,1703.60,1709.90,1659.20,1.66
22/04/2020,1727.40,1698.60,1730.40,1690.10,1.65
23/04/2020,1733.40,1725.60,1750.00,1721.20,1.70
24/04/2020,1724.20,1733.70,1746.60,1715.00,0.90
27/04/2020,1712.60,1734.30,1734.30,1708.30,0.74
28/04/2020,1710.60,1713.50,1720.70,1694.90,1.26
29/04/2020,1713.40,1724.80,1733.50,1708.20,159.60
30/04/2020,1694.20,1729.60,1737.00,1687.50,234.53
01/05/2020,1700.90,1693.50,1714.40,1676.00,168.02
04/05/2020,1713.30,1711.20,1726.00,1700.30,148.73
05/05/2020,1710.60,1711.00,1717.80,1695.40,184.73
06/05/2020,1688.50,1714.10,1716.60,1683.00,203.37
07/05/2020,1725.80,1686.00,1733.20,1683.90,250.70
08/05/2020,1713.90,1727.20,1735.50,1703.10,232.81
11/05/2020,1698.00,1706.00,1713.80,1692.10,202.17
12/05/2020,1706.80,1700.00,1716.70,1693.50,198.07
13/05/2020,1716.40,1705.00,1726.50,1701.60,211.61
14/05/2020,1740.90,1723.10,1746.50,1716.00,212.91
15/05/2020,1756.30,1738.50,1761.20,1736.80,200.18
18/05/2020,1734.40,1757.50,1775.80,1729.30,271.47
19/05/2020,1745.60,1734.80,1751.60,1727.20,185.26
20/05/2020,1752.10,1749.20,1757.60,1744.00,184.46
21/05/2020,1721.90,1751.70,1751.70,1715.30,238.74
22/05/2020,1735.50,1726.00,1742.00,1722.50,196.82
24/05/2020,1730.65,1735.45,1735.90,1729.80,0
25/05/2020,1727.00,1730.55,1731.35,1719.25,0
26/05/2020,1705.60,1730.20,1737.20,1700.00,313.17
27/05/2020,1710.70,1703.10,1713.20,1684.20,137.42
28/05/2020,1719.80,1718.70,1734.50,1714.00,1.56
29/05/2020,1742.90,1724.90,1745.00,1718.60,1.19
01/06/2020,1743.30,1743.00,1752.70,1730.50,0.71
02/06/2020,1728.90,1743.50,1750.00,1724.10,0.69
03/06/2020,1701.00,1729.70,1729.80,1686.90,1.72
04/06/2020,1721.80,1699.60,1722.60,1695.50,1.10
05/06/2020,1678.50,1715.00,1717.20,1669.10,1.10
08/06/2020,1699.90,1682.00,1702.60,1675.80,0.75
09/06/2020,1717.00,1699.20,1724.10,1694.40,0.62
10/06/2020,1715.50,1715.10,1743.60,1709.00,1.15
11/06/2020,1734.70,1741.20,1749.40,1722.60,0.76
12/06/2020,1732.00,1729.70,1746.90,1724.10,0.59
15/06/2020,1721.80,1733.20,1736.20,1701.00,0.65
16/06/2020,1731.50,1729.00,1735.50,1718.90,0.37
17/06/2020,1730.30,1730.60,1733.80,1714.40,0.36
18/06/2020,1726.00,1730.70,1742.10,1717.60,0.26
19/06/2020,1747.10,1726.30,1753.50,1726.30,1.87
22/06/2020,1758.40,1755.50,1771.00,1747.40,1.91
23/06/2020,1774.10,1759.30,1777.60,1751.70,1.03
24/06/2020,1768.10,1777.30,1786.30,1765.00,1.71
25/06/2020,1763.10,1760.70,1771.70,1760.40,0.48
26/06/2020,1773.30,1768.20,1778.50,1748.40,0.64
29/06/2020,1781.20,1789.20,1790.40,1776.50,130.51
30/06/2020,1800.50,1784.20,1804.00,1774.80,199.42
01/07/2020,1779.90,1798.90,1807.70,1767.90,263.25
02/07/2020,1790.00,1779.00,1791.70,1766.30,186.31
03/07/2020,1787.60,1786.90,1788.70,1783.65,0
06/07/2020,1793.50,1787.90,1799.00,1779.20,184.65
07/07/2020,1809.90,1793.90,1810.80,1781.20,221.73
08/07/2020,1820.60,1807.90,1829.80,1803.80,247.50
09/07/2020,1803.80,1818.80,1825.50,1799.60,283.37
10/07/2020,1801.90,1808.40,1817.00,1796.50,223.83
13/07/2020,1814.10,1803.40,1818.80,1802.10,230.40
14/07/2020,1813.40,1805.20,1815.00,1791.10,253.21
15/07/2020,1813.80,1811.10,1819.50,1804.00,183.06
16/07/2020,1800.30,1813.10,1816.20,1794.10,196.57
17/07/2020,1810.00,1796.90,1813.90,1795.20,167.01
20/07/2020,1817.40,1812.30,1823.40,1806.60,177.74
21/07/2020,1843.90,1819.60,1844.90,1817.20,271.09
22/07/2020,1865.10,1842.80,1871.80,1842.10,382.23
23/07/2020,1890.00,1871.60,1897.70,1863.10,418.75
24/07/2020,1897.50,1884.90,1904.60,1880.50,300.17
27/07/2020,1931.00,1901.20,1941.90,1899.00,428.23
28/07/2020,1944.60,1937.10,1974.70,1900.20,434.45
29/07/2020,1953.40,1950.60,1974.90,1935.20,209.84
30/07/2020,1949.50,1970.80,1971.10,1936.40,5.71
31/07/2020,1968.00,1957.00,1985.70,1954.30,5.17
03/08/2020,1969.50,1979.70,1992.10,1958.50,2.82
04/08/2020,2004.20,1976.60,2020.50,1968.10,3.91
05/08/2020,2032.90,2020.20,2053.50,2011.20,4.75
06/08/2020,2054.60,2036.90,2065.10,2033.60,2.61
07/08/2020,2014.30,2062.40,2074.00,2011.00,4.37
10/08/2020,2027.30,2032.00,2047.30,2015.70,2.55
11/08/2020,1935.70,2024.20,2027.00,1900.90,6.16
12/08/2020,1937.50,1910.20,1948.70,1863.70,4.16
13/08/2020,1959.30,1918.60,1963.50,1911.70,2.50
14/08/2020,1938.80,1952.10,1958.30,1930.20,1.26
17/08/2020,1987.10,1945.20,1988.60,1930.80,1.77
18/08/2020,2001.60,1981.60,2013.00,1973.60,1.70
19/08/2020,1960.50,2001.50,2003.00,1920.80,2.83
20/08/2020,1935.40,1924.60,1951.50,1920.00,2.07
21/08/2020,1936.00,1945.80,1950.40,1908.20,1.73
24/08/2020,1928.60,1937.20,1959.20,1920.10,1.41
25/08/2020,1912.50,1925.40,1932.90,1909.40,1.66
26/08/2020,1941.70,1927.60,1952.60,1899.10,3.29
27/08/2020,1922.30,1950.90,1973.80,1907.70,2.30
28/08/2020,1966.80,1930.10,1974.90,1921.20,11.76
31/08/2020,1970.50,1966.70,1977.70,1955.00,7.16
01/09/2020,1970.80,1965.90,1992.50,1961.20,10.95
02/09/2020,1936.90,1967.90,1972.40,1931.50,10.84
03/09/2020,1930.20,1941.80,1948.40,1919.70,8.94
04/09/2020,1926.20,1931.90,1948.80,1914.60,10.62
06/09/2020,1940.65,1941.90,1944.30,1937.65,0
07/09/2020,1937.10,1940.70,1947.40,1930.45,0
08/09/2020,1935.10,1930.00,1940.20,1904.60,15.62
09/09/2020,1946.80,1932.00,1951.40,1918.80,8.35
10/09/2020,1956.00,1947.50,1966.60,1940.40,11.35
11/09/2020,1939.50,1945.00,1954.60,1936.20,8.09
14/09/2020,1954.70,1940.30,1963.60,1937.00,6.70
15/09/2020,1958.00,1957.60,1973.80,1947.70,18.10
16/09/2020,1962.00,1954.30,1975.40,1949.10,11.67
17/09/2020,1941.30,1959.60,1960.50,1930.20,12.10
18/09/2020,1953.20,1944.00,1959.10,1942.90,6.45
21/09/2020,1902.10,1948.30,1954.10,1878.50,18.21
22/09/2020,1899.30,1909.10,1916.80,1890.70,11.15
23/09/2020,1860.50,1895.00,1901.60,1848.00,18.93
24/09/2020,1868.90,1859.40,1872.80,1843.00,19.91
25/09/2020,1857.80,1866.20,1870.60,1846.00,10.59
28/09/2020,1872.80,1855.60,1878.40,1843.20,10.46
29/09/2020,1939.20,1881.20,1899.90,1877.60,0.53
30/09/2020,1931.70,1898.90,1903.60,1882.10,0.55
01/10/2020,1952.20,1888.00,1913.90,1886.00,0.75
02/10/2020,1943.40,1907.00,1919.00,1893.00,0.81
05/10/2020,1956.00,1906.70,1920.00,1887.70,0.66
06/10/2020,1945.30,1913.70,1922.00,1875.10,1.05
07/10/2020,1928.50,1879.90,1897.40,1873.20,0.44
08/10/2020,1934.50,1886.80,1900.40,1881.70,0.70
09/10/2020,1965.00,1894.80,1932.00,1894.80,0.97
12/10/2020,1967.70,1930.90,1933.30,1920.00,0.44
13/10/2020,1933.50,1923.70,1925.10,1885.90,0.80
14/10/2020,1947.00,1891.30,1912.80,1880.90,0.41
15/10/2020,1947.80,1902.00,1909.20,1889.00,0.49
16/10/2020,1945.40,1908.40,1913.40,1897.80,0.27
19/10/2020,1950.20,1899.60,1919.00,1896.90,0.51
20/10/2020,1953.50,1902.20,1913.60,1893.60,0.37
21/10/2020,1967.50,1909.00,1932.00,1908.50,0.89
22/10/2020,1943.10,1924.00,1925.40,1891.90,1.13
23/10/2020,1944.10,1904.30,1913.70,1893.00,0.39
26/10/2020,1946.00,1902.10,1908.00,1890.80,0.28
27/10/2020,1952.00,1901.30,1910.80,1898.40,0.33
28/10/2020,1918.90,1908.00,1909.80,1867.90,0.28
29/10/2020,1906.90,1917.90,1917.90,1917.90,0.00
30/10/2020,1918.30,1867.90,1890.90,1863.30,213.17
02/11/2020,1931.10,1877.00,1897.10,1873.30,164.94
03/11/2020,1948.60,1896.40,1912.20,1887.60,171.37
04/11/2020,1935.10,1910.30,1917.90,1881.80,293.95
05/11/2020,1986.40,1903.40,1954.30,1902.20,297.51
06/11/2020,1992.20,1950.00,1961.80,1937.20,246.78
09/11/2020,1894.00,1956.00,1966.10,1848.00,496.09
10/11/2020,1916.50,1864.10,1888.90,1858.90,264.87
11/11/2020,1900.20,1876.10,1882.50,1853.90,215.17
